base_event,edge_on,edge_off,duration
lick,966.087100168,966.15382,0.06671983199998976
lick_bout,966.087100168,966.087100168,0.0
lick_bout,968.420774293,968.587573873,0.1667995799999744
lick,968.420774293,968.487414125,0.06663983199996437
lick,968.587573873,968.687853621,0.10027974800004813
lick,969.455811687,969.488011606,0.03219991899993602
lick_bout,969.455811687,969.654291188,0.1984795009999516
lick,969.654291188,969.754330936,0.10003974799997195
lick_bout,970.687768586,970.687768586,0.0
lick,970.687768586,970.787768334,0.09999974800007294
start_tone,975.173837292,975.27399704,0.10015974800001004
early_cues,975.173837292,NA,NA
start_cues,975.173837292,NA,NA
lick,976.221874653,976.288634485,0.06675983200000246
lick_bout,976.221874653,976.390234229,0.16835957600005713
early_first_licks,976.221874653,NA,NA
outcome_tones,976.22315465,NA,NA
early_tones,976.22315465,NA,NA
error_tone,976.22315465,976.424314144,0.20115949400008049
lick,976.390234229,976.455634065,0.06539983599998322
lick,976.955392806,977.022472638,0.06707983199999035
lick_bout,976.955392806,976.955392806,0.0
lick_bout,977.455391548,977.455391548,0.0
lick,977.455391548,977.488951463,0.03355991500006894
ITI,979.92315465,994.343105255,14.41995060499994
lick_bout,985.123532243,985.256731907,0.13319966400001704
lick,985.123532243,985.156812159,0.03327991599996949
lick,985.256731907,985.323611739,0.06687983199992686
lick,989.290441752,989.357081584,0.06663983199996437
lick_bout,989.290441752,989.457401332,0.1669595800000252
lick,989.457401332,989.523801164,0.06639983200000188
lick,995.358466475,995.424586309,0.06611983400000554
lick_bout,995.358466475,995.525066056,0.16659958100001404
lick,995.525066056,995.591665888,0.06659983199995168
early_cues,995.843105255,NA,NA
start_cues,995.843105255,NA,NA
start_tone,995.843105255,995.943265003,0.10015974800001004
lick_bout,998.058299678,998.29177909,0.23347941199995148
lick,998.058299678,998.125379509,0.06707983100000092
early_first_licks,998.058299678,NA,NA
early_tones,998.059579675,NA,NA
outcome_tones,998.059579675,NA,NA
error_tone,998.059579675,998.260739169,0.2011594939999668
lick,998.29177909,998.358418923,0.06663983300006748
ITI,1001.759579675,1012.502339538,10.742759862999947
lick_bout,1005.926719869,1006.793117688,0.8663978190000989
lick,1005.926719869,1005.959559786,0.032839917000046626
lick,1006.092839451,1006.127479363,0.034639911999988726
lick,1006.226239115,1006.292838947,0.06659983199995168
lick,1006.392918695,1006.493478442,0.10055974699992021
lick,1006.592958191,1006.693317939,0.10035974800007352
lick,1006.793117688,1006.85963752,0.06651983199992628
lick_bout,1007.32831634,1007.32831634,0.0
lick,1007.32831634,1007.426556093,0.09823975300002985
lick,1012.060384427,1012.160424175,0.10003974799997195
lick_bout,1012.060384427,1012.060384427,0.0
start_cues,1014.002339538,NA,NA
early_cues,1014.002339538,NA,NA
start_tone,1014.002339538,1014.102499286,0.10015974800001004
lick,1016.194294019,1016.260933852,0.0666398329999538
lick_bout,1016.194294019,1016.194294019,0.0
early_first_licks,1016.194294019,NA,NA
early_tones,1016.195574016,NA,NA
error_tone,1016.195574016,1016.39669351,0.2011194939999541
outcome_tones,1016.195574016,NA,NA
lick,1018.995206968,1019.028086885,0.032879916999945635
lick_bout,1018.995206968,1019.161806548,0.16659957999991093
lick,1019.161806548,1019.228166381,0.0663598330000923
ITI,1019.895574016,1034.662603747,14.767029731000093
lick,1022.395238408,1022.463998235,0.06875982700000804
lick_bout,1022.395238408,1022.562037988,0.1667995800000881
lick,1022.562037988,1022.62859782,0.06655983199993898
lick_bout,1028.429623216,1028.596102797,0.16647958099997595
lick,1028.429623216,1028.496143048,0.06651983200003997
lick,1028.596102797,1028.662782629,0.06667983200009076
lick,1035.830444584,1035.897284415,0.06683983100015212
lick_bout,1035.830444584,1036.231043575,0.4005989910001517
lick,1035.997644163,1036.064163995,0.06651983200003997
start_tone,1036.162603747,1036.233483065,0.07087931799992475
start_cues,1036.162603747,NA,NA
early_cues,1036.162603747,NA,NA
early_first_licks,1036.231043575,NA,NA
lick,1036.231043575,1036.297163409,0.06611983399989185
outcome_tones,1036.233483065,NA,NA
early_tones,1036.233483065,NA,NA
error_tone,1036.233483065,1036.433483065,0.20000000000004547
lick_bout,1038.664197449,1038.864516945,0.20031949600002008
lick,1038.664197449,1038.730917281,0.06671983199998976
lick,1038.864516945,1038.931156777,0.06663983199996437
ITI,1039.933483065,1054.41087403,14.47739096500004
lick,1041.597870064,1041.63130998,0.03343991599990659
lick_bout,1041.597870064,1041.965949137,0.3680790729999899
lick,1041.764669644,1041.79794956,0.033279916000083176
lick,1041.965949137,1042.031228973,0.06527983599994513
lick,1046.132018649,1046.198578481,0.06655983199993898
lick_bout,1046.132018649,1046.298618229,0.1665995800001383
lick,1046.298618229,1046.365298061,0.06667983199986338
lick,1055.10023607,1055.133275987,0.03303991699999642
lick_bout,1055.10023607,1055.233595735,0.13335966500017093
lick,1055.233595735,1055.333635483,0.10003974799997195
lick_bout,1055.70007456,1055.70007456,0.0
lick,1055.70007456,1055.767434391,0.06735983099997611
early_cues,1055.91087403,NA,NA
start_cues,1055.91087403,NA,NA
start_tone,1055.91087403,1056.011033777,0.10015974699990693
lick_bout,1057.266870616,1057.266870616,0.0
lick,1057.266870616,1057.333590448,0.06671983199998976
early_first_licks,1057.266870616,NA,NA
outcome_tones,1057.268150612,NA,NA
error_tone,1057.268150612,1057.469310106,0.2011594939999668
early_tones,1057.268150612,NA,NA
ITI,1060.968150612,1077.227176588,16.259025975999975
lick,1065.20137064,1065.268650471,0.06727983099995072
lick_bout,1065.20137064,1065.367970221,0.16659958099990035
lick,1065.367970221,1065.434690053,0.06671983199998976
lick,1071.802274022,1071.935713686,0.1334396640002069
lick_bout,1071.802274022,1072.002833517,0.20055949500010684
lick,1072.002833517,1072.102193267,0.09935975000007602
early_cues,1078.727176588,NA,NA
start_cues,1078.727176588,NA,NA
start_tone,1078.727176588,1078.827336335,0.10015974699990693
early_first_licks,1079.269975221,NA,NA
lick,1079.269975221,1079.303415137,0.03343991599990659
lick_bout,1079.269975221,1079.4373748,0.16739957899994806
early_tones,1079.271255218,NA,NA
outcome_tones,1079.271255218,NA,NA
error_tone,1079.271255218,1079.472374712,0.20111949399984042
lick,1079.4373748,1079.503694633,0.06631983299985222
ITI,1082.971255218,1097.064406646,14.093151428000056
lick_bout,1086.038158182,1086.404877258,0.3667190759999812
lick,1086.038158182,1086.104798014,0.06663983199996437
lick,1086.237717679,1086.304477511,0.06675983199988877
lick,1086.404877258,1086.504797007,0.09991974900003697
lick_bout,1087.037835665,1087.037835665,0.0
lick,1087.037835665,1087.104875496,0.06703983099987454
lick,1088.638391635,1088.704711468,0.06631983299985222
lick_bout,1088.638391635,1088.938190881,0.2997992460000205
lick,1088.938190881,1089.004750713,0.06655983199993898
lick_bout,1089.638509117,1089.638509117,0.0
lick,1089.638509117,1089.70482895,0.0663198330000796
lick,1091.738343831,1091.805503662,0.06715983100002632
lick_bout,1091.738343831,1091.938503327,0.2001594959999693
lick,1091.938503327,1092.005223159,0.06671983199998976
lick_bout,1096.372412164,1096.605851577,0.2334394130000419
lick,1096.372412164,1096.40601208,0.033599915999957375
lick,1096.605851577,1096.639171493,0.033319915999982186
start_cues,1098.564406646,NA,NA
early_cues,1098.564406646,NA,NA
start_tone,1098.564406646,1098.664566394,0.10015974800012373
early_first_licks,1099.506444274,NA,NA
lick,1099.506444274,1099.573284106,0.06683983200014154
lick_bout,1099.506444274,1099.506444274,0.0
outcome_tones,1099.507724271,NA,NA
error_tone,1099.507724271,1099.708883764,0.20115949299997737
early_tones,1099.507724271,NA,NA
ITI,1103.207724271,1118.536712587,15.32898831600005
lick,1103.673913782,1103.740193615,0.06627983299995321
lick_bout,1103.673913782,1104.073672776,0.39975899399996706
lick,1103.874153278,1103.940273112,0.06611983400011923
lick,1104.073672776,1104.140232608,0.06655983199993898
lick_bout,1105.707228663,1105.707228663,0.0
lick,1105.707228663,1105.773828495,0.06659983200006536
lick,1110.874655654,1110.941655485,0.06699983099997553
lick_bout,1110.874655654,1111.041375234,0.1667195800000627
lick,1111.041375234,1111.141214983,0.09983974900001158
lick,1118.508916434,1118.576036265,0.0671198310001273
lick_bout,1118.508916434,1119.643153578,1.1342371440000534
lick,1118.642396098,1118.742315846,0.09991974800004755
lick,1118.809555677,1118.909035426,0.099479749000011
lick,1118.976075258,1119.042435091,0.06635983299997861
lick,1119.176074754,1119.242474587,0.06639983300010499
lick,1119.409074168,1119.509433915,0.1003597470000841
lick,1119.643153578,1119.709233412,0.06607983399999284
start_tone,1120.036712587,1120.136832335,0.10011974799999734
early_cues,1120.036712587,NA,NA
start_cues,1120.036712587,NA,NA
lick_bout,1122.609946109,1122.609946109,0.0
early_first_licks,1122.609946109,NA,NA
lick,1122.609946109,1122.642946026,0.03299991699987004
outcome_tones,1122.611226106,NA,NA
error_tone,1122.611226106,1122.812385599,0.20115949299997737
early_tones,1122.611226106,NA,NA
lick,1124.210782079,1124.276461914,0.06567983500008268
lick_bout,1124.210782079,1124.210782079,0.0
ITI,1126.311226106,1137.606944577,11.295718470999873
lick,1127.077334862,1127.143974694,0.06663983199996437
lick_bout,1127.077334862,1127.34413419,0.26679932799993367
lick,1127.34413419,1127.376974108,0.03283991800003605
lick,1128.34545167,1128.410291506,0.06483983599991916
lick_bout,1128.34545167,1128.54377117,0.1983194999997977
lick,1128.54377117,1128.644010918,0.10023974800014912
lick_bout,1132.211001938,1132.377641518,0.1666395800000373
lick,1132.211001938,1132.278001769,0.06699983099997553
lick,1132.377641518,1132.44432135,0.06667983200009076
lick,1138.078387166,1138.178506914,0.10011974799999734
lick_bout,1138.078387166,1138.411826327,0.33343916099988746
lick,1138.245226746,1138.345306494,0.10007974799987096
lick,1138.411826327,1138.545185991,0.13335966399995414
start_tone,1139.106944577,1139.207104324,0.1001597470001343
start_cues,1139.106944577,NA,NA
early_cues,1139.106944577,NA,NA
lick_bout,1141.445578689,1141.445578689,0.0
early_first_licks,1141.445578689,NA,NA
lick,1141.445578689,1141.512298521,0.06671983199998976
outcome_tones,1141.446858686,NA,NA
error_tone,1141.446858686,1141.647978179,0.201119492999851
early_tones,1141.446858686,NA,NA
ITI,1145.146858686,1159.515209421,14.368350734999922
lick_bout,1145.679928029,1145.880087525,0.2001594959999693
lick,1145.679928029,1145.746287861,0.06635983199998918
lick,1145.880087525,1145.946407358,0.0663198330000796
lick_bout,1150.813595104,1151.180314181,0.366719077000198
lick,1150.813595104,1150.880674935,0.06707983100000092
lick,1150.980994683,1151.046994516,0.06599983299997803
lick,1151.180314181,1151.280513929,0.10019974800002274
lick_bout,1151.813872586,1151.980512166,0.1666395800000373
lick,1151.813872586,1151.847592501,0.03371991500011973
lick,1151.980512166,1152.047271998,0.06675983200011615
lick,1158.215536469,1158.281616303,0.06607983399999284
lick_bout,1158.215536469,1158.215536469,0.0
lick_bout,1160.282131266,1160.282131266,0.0
lick,1160.282131266,1160.348451099,0.06631983299985222
start_cues,1161.015209421,NA,NA
early_cues,1161.015209421,NA,NA
start_tone,1161.015209421,1161.084928742,0.06971932100009326
lick_bout,1161.082489251,1161.881887239,0.7993979880000097
early_first_licks,1161.082489251,NA,NA
lick,1161.082489251,1161.115329169,0.03283991800003605
early_tones,1161.084928742,NA,NA
outcome_tones,1161.084928742,NA,NA
error_tone,1161.084928742,1161.284928742,0.1999999999998181
lick,1161.248808833,1161.315168666,0.06635983299997861
lick,1161.415128414,1161.515248162,0.10011974799999734
lick,1161.61520791,1161.682007742,0.06679983200001516
lick,1161.881887239,1161.94904707,0.06715983100002632
lick_bout,1162.815484888,1162.815484888,0.0
lick,1162.815484888,1162.915404637,0.09991974900003697
ITI,1164.784928742,1178.252482248,13.467553506000058
lick_bout,1170.383465835,1170.716864996,0.33339916099998845
lick,1170.383465835,1170.416625752,0.0331599170001482
lick,1170.550185416,1170.616465249,0.06627983299995321
lick,1170.716864996,1170.816584745,0.09971974900008718
lick,1174.017216687,1174.050496603,0.033279916000083176
lick_bout,1174.017216687,1174.184456266,0.16723957900012465
lick,1174.184456266,1174.283616016,0.09915974999989885
start_cues,1179.752482248,NA,NA
early_cues,1179.752482248,NA,NA
start_tone,1179.752482248,1179.852601996,0.10011974799999734
lick_bout,1180.718359816,1180.718359816,0.0
lick,1180.718359816,1180.785999646,0.06763982999996188
early_first_licks,1180.718359816,NA,NA
outcome_tones,1180.719639813,NA,NA
early_tones,1180.719639813,NA,NA
error_tone,1180.719639813,1180.920799307,0.2011594939999668
ITI,1184.419639813,1199.699748253,15.280108440000049
lick_bout,1185.718907227,1185.885426808,0.16651958099987496
lick,1185.718907227,1185.752067144,0.033159916999920824
lick,1185.885426808,1185.952466639,0.06703983100010191
lick,1192.519690106,1192.619649854,0.09995974799994656
lick_bout,1192.519690106,1192.720169601,0.20047949499985407
lick,1192.720169601,1192.786689433,0.06651983200003997
rewarded_cues,1201.199748253,NA,NA
start_cues,1201.199748253,NA,NA
start_tone,1201.199748253,1201.299908001,0.10015974799989635
lick,1204.554739806,1204.621419638,0.06667983199986338
lick_bout,1204.554739806,1204.554739806,0.0
rewarded_first_licks,1204.554739806,NA,NA
solenoid,1204.554859806,1204.584619731,0.02975992500000757
reward_tone,1204.554979806,1204.755099302,0.20011949600007028
outcome_tones,1204.554979806,NA,NA
reward_tones,1204.554979806,NA,NA
lick_bout,1204.988378715,1206.555454769,1.5670760540001538
lick,1204.988378715,1205.021738631,0.03335991600010857
lick,1205.12137838,1205.155138295,0.033759915000018736
lick,1205.254938044,1205.28813796,0.03319991600005778
lick,1205.355217791,1205.421457624,0.06623983299982683
lick,1205.521457373,1205.554897288,0.033439914999917164
lick,1205.655257036,1205.688176953,0.03291991700007202
lick,1205.7886967,1205.821656617,0.03295991699997103
lick,1205.921536365,1205.988176198,0.0666398329999538
lick,1206.055896027,1206.121655861,0.06575983399989127
lick,1206.22173561,1206.288335442,0.06659983200006536
lick,1206.355055274,1206.454975022,0.09991974800004755
lick,1206.555454769,1206.588294687,0.03283991799980868
lick,1207.088413428,1207.188413176,0.09999974800007294
lick_bout,1207.088413428,1207.288732923,0.20031949500003066
lick,1207.288732923,1207.388412672,0.0996797489999608
lick,1207.888491413,1207.955571244,0.06707983100000092
lick_bout,1207.888491413,1207.888491413,0.0
ITI,1208.254979806,1218.954979776,10.699999970000135
lick_bout,1209.922166293,1209.922166293,0.0
lick,1209.922166293,1209.988806126,0.06663983300018117
lick,1210.422565034,1210.488804867,0.0662398330000542
lick_bout,1210.422565034,1210.422565034,0.0
lick_bout,1217.590346988,1218.390664973,0.8003179849999924
lick,1217.590346988,1217.656586821,0.0662398330000542
lick,1217.75658657,1217.823386401,0.06679983100002573
lick,1217.92338615,1218.023185898,0.09979974800012315
lick,1218.123465646,1218.223305395,0.0998397489997842
lick,1218.390664973,1218.456784807,0.06611983400011923
timeout_cues,1220.454979776,NA,NA
start_tone,1220.454979776,1220.555139524,0.10015974799989635
start_cues,1220.454979776,NA,NA
timeout_tones,1227.458882143,NA,NA
outcome_tones,1227.458882143,NA,NA
timeout_tone,1227.458882143,1229.462717098,2.003834955000002
lick,1227.958400886,1228.025000718,0.06659983200006536
lick_bout,1227.958400886,1228.158160383,0.19975949700005913
lick,1228.158160383,1228.191520299,0.03335991600010857
ITI,1231.158882143,1237.854212196,6.695330052999907
lick_bout,1232.825428633,1233.159307792,0.3338791589999346
lick,1232.825428633,1232.858748549,0.033319915999982186
lick,1232.959148296,1233.025428129,0.06627983299995321
lick,1233.159307792,1233.225467625,0.06615983300002881
lick,1238.959613189,1239.02669302,0.06707983100000092
lick_bout,1238.959613189,1239.29301235,0.33339916099998845
lick,1239.126652769,1239.193132601,0.06647983199991359
lick,1239.29301235,1239.393412097,0.10039974699998311
early_cues,1239.354212196,NA,NA
start_cues,1239.354212196,NA,NA
start_tone,1239.354212196,1239.454371944,0.10015974800012373
lick,1242.360524627,1242.42680446,0.06627983300018059
lick_bout,1242.360524627,1242.560244124,0.19971949700016012
early_first_licks,1242.360524627,NA,NA
outcome_tones,1242.361804624,NA,NA
error_tone,1242.361804624,1242.562964117,0.20115949300020475
early_tones,1242.361804624,NA,NA
lick,1242.560244124,1242.627203956,0.06695983199983857
lick,1244.360679592,1244.427199424,0.06651983200003997
lick_bout,1244.360679592,1244.560479089,0.19979949699995814
lick,1244.560479089,1244.627198921,0.06671983199998976
ITI,1246.061804624,1259.77051702,13.70871239600001
lick_bout,1247.294472206,1247.694471198,0.3999989920000644
lick,1247.294472206,1247.360832038,0.06635983199998918
lick,1247.527551619,1247.560871535,0.033319915999982186
lick,1247.694471198,1247.794190947,0.09971974900008718
lick_bout,1250.695063644,1251.328022051,0.6329584070001602
lick,1250.695063644,1250.761303477,0.0662398330000542
lick,1250.861383226,1250.928023058,0.06663983199996437
lick,1251.094782638,1251.16130247,0.06651983200003997
lick,1251.328022051,1251.395261881,0.06723982999983491
lick,1253.995135336,1254.028495252,0.03335991600010857
lick_bout,1253.995135336,1253.995135336,0.0
lick_bout,1256.895888033,1257.062967613,0.1670795800000633
lick,1256.895888033,1256.92884795,0.0329599170001984
lick,1257.062967613,1257.128887447,0.06591983399994206
lick,1259.429121656,1259.495841488,0.06671983199998976
lick_bout,1259.429121656,1259.429121656,0.0
start_cues,1261.27051702,NA,NA
start_tone,1261.27051702,1261.370676768,0.10015974800012373
early_cues,1261.27051702,NA,NA
lick_bout,1263.96355024,1264.129909821,0.16635958100005155
early_first_licks,1263.96355024,NA,NA
lick,1263.96355024,1264.029950073,0.06639983300010499
error_tone,1263.964830237,1264.16594973,0.20111949300007836
outcome_tones,1263.964830237,NA,NA
early_tones,1263.964830237,NA,NA
lick,1264.129909821,1264.196669653,0.06675983200011615
lick_bout,1266.463543946,1266.964062686,0.5005187399999613
lick,1266.463543946,1266.496943862,0.03339991600000758
lick,1266.59694361,1266.663983441,0.06703983100010191
lick,1266.797063106,1266.863662938,0.06659983200006536
lick,1266.964062686,1267.031142517,0.06707983100000092
lick,1267.597541091,1267.663980924,0.066439833000004
lick_bout,1267.597541091,1267.597541091,0.0
ITI,1267.664830237,1280.575784641,12.910954403999995
lick_bout,1271.130852195,1271.331211691,0.2003594959999191
lick,1271.130852195,1271.197612027,0.06675983200011615
lick,1271.331211691,1271.397691524,0.06647983300013038
lick_bout,1280.698948107,1281.266746678,0.567798570999912
lick,1280.698948107,1280.765787939,0.06683983199991417
lick,1280.865667687,1280.932667519,0.06699983199996495
lick,1281.032787267,1281.099147099,0.06635983199998918
lick,1281.266746678,1281.332906511,0.06615983300002881
lick_bout,1281.799105337,1281.799105337,0.0
lick,1281.799105337,1281.899465085,0.10035974800007352
start_cues,1282.075784641,NA,NA
start_tone,1282.075784641,1282.175944389,0.10015974800012373
timeout_cues,1282.075784641,NA,NA
timeout_tones,1289.079687008,NA,NA
timeout_tone,1289.079687008,1291.083521963,2.003834955000002
outcome_tones,1289.079687008,NA,NA
lick_bout,1292.201159149,1292.36787873,0.16671958100005213
lick,1292.201159149,1292.267398982,0.0662398330000542
lick,1292.36787873,1292.467358479,0.099479749000011
ITI,1292.779687008,1300.678054032,7.898367023999981
lick_bout,1295.434431009,1295.634990504,0.20055949499987946
lick,1295.434431009,1295.468270924,0.03383991500004413
lick,1295.634990504,1295.701110338,0.06611983400011923
lick,1298.768262616,1298.801662532,0.03339991600000758
lick_bout,1298.768262616,1298.96922211,0.200959494000017
lick,1298.96922211,1299.002382027,0.0331599170001482
early_cues,1302.178054032,NA,NA
start_tone,1302.178054032,1302.278213779,0.10015974699990693
start_cues,1302.178054032,NA,NA
lick_bout,1303.035491873,1303.035491873,0.0
lick,1303.035491873,1303.102251705,0.06675983200011615
early_first_licks,1303.035491873,NA,NA
error_tone,1303.03677187,1303.237891363,0.20111949300007836
outcome_tones,1303.03677187,NA,NA
early_tones,1303.03677187,NA,NA
ITI,1306.73677187,1319.934285552,13.197513681999908
lick,1307.736240038,1307.80323987,0.06699983199996495
lick_bout,1307.736240038,1307.936239535,0.19999949699990793
lick,1307.936239535,1308.002999367,0.06675983200011615
lick_bout,1310.636592737,1310.803352317,0.16675957999996172
lick,1310.636592737,1310.670032652,0.033439914999917164
lick,1310.803352317,1310.870512148,0.06715983100002632
lick_bout,1315.570660315,1315.737659894,0.16699957900004847
lick,1315.570660315,1315.637620146,0.06695983100007652
lick,1315.737659894,1315.804899725,0.06723983100005171
lick_bout,1317.438535612,1317.871094523,0.4325589110001147
lick,1317.438535612,1317.504175447,0.06563983500018367
lick,1317.671535025,1317.737574859,0.06603983400009383
lick,1317.871094523,1317.970934272,0.09983974900001158
start_tone,1321.434285552,1321.5344453,0.10015974800012373
start_cues,1321.434285552,NA,NA
timeout_cues,1321.434285552,NA,NA
outcome_tones,1328.43818792,NA,NA
timeout_tones,1328.43818792,NA,NA
timeout_tone,1328.43818792,1330.442022875,2.003834955000002
lick,1329.773024559,1329.839704391,0.06667983199986338
lick_bout,1329.773024559,1330.173183552,0.4001589929998772
lick,1329.93934414,1330.006023972,0.06667983200009076
lick,1330.173183552,1330.2730233,0.09983974800002215
lick_bout,1331.272980783,1331.473340278,0.20035949499992967
lick,1331.272980783,1331.339980614,0.06699983099997553
lick,1331.473340278,1331.573020027,0.0996797489999608
ITI,1332.13818792,1339.257556904,7.119368983999948
lick_bout,1338.773921898,1339.174040891,0.4001189929999782
lick,1338.773921898,1338.841281729,0.06735983099997611
lick,1338.940601479,1339.041041226,0.10043974700010949
lick,1339.174040891,1339.240680723,0.06663983199996437
start_tone,1340.757556904,1340.857676652,0.10011974799999734
start_cues,1340.757556904,NA,NA
timeout_cues,1340.757556904,NA,NA
timeout_tones,1347.761419272,NA,NA
timeout_tone,1347.761419272,1349.765254227,2.003834955000002
outcome_tones,1347.761419272,NA,NA
lick,1347.842339068,1347.908738901,0.06639983300010499
lick_bout,1347.842339068,1348.009018648,0.16667957999993632
lick,1348.009018648,1348.108978397,0.09995974900016336
ITI,1351.461419272,1362.109819372,10.64840009999989
lick,1354.809561527,1354.876281359,0.06671983199998976
lick_bout,1354.809561527,1355.376320101,0.566758574000005
lick,1354.942921192,1355.010001023,0.06707983100000092
lick,1355.142960688,1355.276480352,0.13351966400000492
lick,1355.376320101,1355.476399849,0.10007974800009833
lick,1362.110983145,1362.177342978,0.06635983299997861
lick_bout,1362.110983145,1362.277542726,0.16655958100000134
lick,1362.277542726,1362.378142473,0.1005997469999329
start_tone,1363.609819372,1363.70997912,0.10015974800012373
start_cues,1363.609819372,NA,NA
rewarded_cues,1363.609819372,NA,NA
rewarded_first_licks,1367.478089633,NA,NA
lick_bout,1367.478089633,1367.478089633,0.0
lick,1367.478089633,1367.544809465,0.06671983199998976
solenoid,1367.478209633,1367.507729559,0.029519925999920815
outcome_tones,1367.478329633,NA,NA
reward_tones,1367.478329633,NA,NA
reward_tone,1367.478329633,1367.678449129,0.20011949600007028
lick,1367.978208374,1368.044968206,0.06675983200011615
lick_bout,1367.978208374,1369.445164681,1.466956307000146
lick,1368.144847955,1368.178287871,0.03343991600013396
lick,1368.244807703,1368.311647535,0.06683983199991417
lick,1368.411607283,1368.444967199,0.03335991600010857
lick,1368.578566863,1368.61164678,0.03307991699989543
lick,1368.711926527,1368.77836636,0.066439833000004
lick,1368.878806107,1368.911686024,0.032879916999945635
lick,1369.012125771,1369.044965689,0.03283991800003605
lick,1369.145725435,1369.211725269,0.06599983399996745
lick,1369.445164681,1369.54500443,0.09983974900001158
lick_bout,1369.878883589,1369.878883589,0.0
lick,1369.878883589,1369.945643421,0.06675983200011615
ITI,1371.178329633,1383.968124342,12.789794709000034
lick_bout,1375.712988901,1375.879428482,0.16643958100007694
lick,1375.712988901,1375.779348734,0.06635983299997861
lick,1375.879428482,1375.946268314,0.06683983199991417
lick_bout,1376.57938672,1376.57938672,0.0
lick,1376.57938672,1376.679826467,0.10043974700010949
lick_bout,1380.713376312,1380.947015724,0.23363941200000227
lick,1380.713376312,1380.746776228,0.03339991600000758
lick,1380.947015724,1380.980095641,0.03307991699989543
lick,1382.047812953,1382.113612787,0.06579983400001765
lick_bout,1382.047812953,1382.047812953,0.0
lick_bout,1382.980330605,1383.11365027,0.13331966500004455
lick,1382.980330605,1383.047010437,0.06667983199986338
lick,1383.11365027,1383.147330185,0.03367991499999334
lick,1383.513729262,1383.580609094,0.06687983200004055
lick_bout,1383.513729262,1383.513729262,0.0
start_cues,1385.468124342,NA,NA
start_tone,1385.468124342,1385.56828409,0.10015974799989635
early_cues,1385.468124342,NA,NA
lick,1388.081477763,1388.11443768,0.03295991699997103
early_first_licks,1388.081477763,NA,NA
lick_bout,1388.081477763,1388.214437428,0.13295966500004397
outcome_tones,1388.082757759,NA,NA
early_tones,1388.082757759,NA,NA
error_tone,1388.082757759,1388.283877253,0.20111949399984042
lick,1388.214437428,1388.314837175,0.10039974699998311
ITI,1391.782757759,1404.185393443,12.40263568399996
lick,1398.583011324,1398.649611156,0.06659983200006536
lick_bout,1398.583011324,1399.04929015,0.46627882600000703
lick,1398.749770904,1398.816010738,0.06623983400004363
lick,1399.04929015,1399.115969982,0.06667983200009076
lick,1403.683318484,1403.749998316,0.06667983200009076
lick_bout,1403.683318484,1403.849918064,0.16659957999991093
lick,1403.849918064,1403.916677896,0.06675983200011615
early_cues,1405.685393443,NA,NA
start_tone,1405.685393443,1405.785513191,0.10011974799999734
start_cues,1405.685393443,NA,NA
early_first_licks,1408.450786481,NA,NA
lick_bout,1408.450786481,1408.650625978,0.19983949700008452
lick,1408.450786481,1408.517306314,0.0665198330000294
early_tones,1408.452066478,NA,NA
outcome_tones,1408.452066478,NA,NA
error_tone,1408.452066478,1408.653185972,0.2011194940000678
lick,1408.650625978,1408.717745809,0.06711983099989993
lick_bout,1412.0180975,1412.217896997,0.19979949699995814
lick,1412.0180975,1412.084777332,0.06667983199986338
ITI,1412.152066478,1426.426657449,14.274590970999952
lick,1412.217896997,1412.285056828,0.06715983100002632
lick_bout,1414.618250954,1415.452128855,0.8338779010000508
lick,1414.618250954,1414.718290702,0.10003974800019932
lick,1414.785410533,1414.885250282,0.09983974900001158
lick,1415.051569863,1415.085209778,0.033639915000094334
lick,1415.252049358,1415.284929276,0.03287991799993506
lick,1415.452128855,1415.518248688,0.0661198330001298
lick,1422.119792068,1422.152591986,0.03279991800013704
lick_bout,1422.119792068,1422.28595165,0.16615958200009118
lick,1422.28595165,1422.353031481,0.06707983100000092
lick,1426.953779898,1426.986979815,0.03319991700004721
lick_bout,1426.953779898,1427.086659564,0.132879666000008
lick,1427.086659564,1427.187019311,0.1003597470000841
start_tone,1427.926657449,1428.026817197,0.10015974799989635
early_cues,1427.926657449,NA,NA
start_cues,1427.926657449,NA,NA
early_first_licks,1429.420453688,NA,NA
lick_bout,1429.420453688,1429.820412681,0.3999589930001548
lick,1429.420453688,1429.521013435,0.1005597470000339
early_tones,1429.421733685,NA,NA
outcome_tones,1429.421733685,NA,NA
error_tone,1429.421733685,1429.622853179,0.2011194940000678
lick,1429.620333185,1429.720812932,0.1004797470000085
lick,1429.820412681,1429.887012514,0.06659983299982741
ITI,1433.121733685,1446.530926835,13.409193149999965
lick_bout,1438.288751362,1438.688350356,0.3995989939999163
lick,1438.288751362,1438.354911195,0.06615983300002881
lick,1438.455390942,1438.521950775,0.06655983300015578
lick,1438.688350356,1438.755310187,0.06695983100007652
lick,1442.222381458,1442.288861291,0.06647983300013038
lick_bout,1442.222381458,1442.388861039,0.16647958099997595
lick,1442.388861039,1442.455900871,0.06703983200009134
lick,1446.123051638,1446.156291554,0.03323991599995679
lick_bout,1446.123051638,1446.123051638,0.0
early_cues,1448.030926835,NA,NA
start_cues,1448.030926835,NA,NA
start_tone,1448.030926835,1448.092126177,0.06119934200000898
lick_bout,1448.089686687,1448.089686687,0.0
lick,1448.089686687,1448.156326519,0.06663983199996437
early_first_licks,1448.089686687,NA,NA
